시도교육청코드,시도교육청명,행정표준코드,학교명,식사코드,식사명,급식일자,급식인원수,요리명,원산지정보,칼로리정보,영양정보,수정일자
B10,서울특별시교육청,7031291,서울산울림유치원,2,중식,20251103,108,혼합잡곡밥# (5)<br/>물만둣국# (1.5.6.10.16.18)<br/>(산)연근호두조림 (5.6.13.14)<br/>마파두부 (5.6.10.12.13.18)<br/>깍두기## (9),쇠고기(종류) : 국내산(한우)<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 : 국내산<br/>오리고기 가공품 : 국내산<br/>쌀 : 국내산<br/>배추 : 국내산<br/>고춧가루 : 국내산<br/>콩 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>비고 : ,470.0 Kcal,탄수화물(g) : 64.5<br/>단백질(g) : 17.2<br/>지방(g) : 15.8<br/>비타민A(R.E) : 32.6<br/>티아민(mg) : 0.3<br/>리보플라빈(mg) : 0.4<br/>비타민C(mg) : 11.5<br/>칼슘(mg) : 140.2<br/>철분(mg) : 3.5,20251110
B10,서울특별시교육청,7031291,서울산울림유치원,2,중식,20251104,108,(은)친환경 현미밥 <br/>(산)콩비지찌개 (5.9.10.13)<br/>간장찜닭 (5.6.13.15)<br/>양배추겨자무침# (5.6.13)<br/>깍두기## (9),쇠고기(종류) : 국내산(한우)<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 : 국내산<br/>오리고기 가공품 : 국내산<br/>쌀 : 국내산<br/>배추 : 국내산<br/>고춧가루 : 국내산<br/>콩 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>비고 : ,431.9 Kcal,탄수화물(g) : 59.7<br/>단백질(g) : 27.6<br/>지방(g) : 8.5<br/>비타민A(R.E) : 47.5<br/>티아민(mg) : 0.4<br/>리보플라빈(mg) : 0.3<br/>비타민C(mg) : 10.5<br/>칼슘(mg) : 149.5<br/>철분(mg) : 2.7,20251111
B10,서울특별시교육청,7031291,서울산울림유치원,2,중식,20251105,108,칼슘강화찹쌀밥# <br/>생일초코무스케이크* (1.2.5.6)<br/>(산)들깨미역국 (5.6)<br/>바베큐폭찹* (5.6.10.12.13)<br/>(산)배추김치## (9)<br/>감자범벅 (1.5),쇠고기(종류) : 국내산(한우)<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 : 국내산<br/>오리고기 가공품 : 국내산<br/>쌀 : 국내산<br/>배추 : 국내산<br/>고춧가루 : 국내산<br/>콩 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>비고 : ,579.6 Kcal,탄수화물(g) : 71.9<br/>단백질(g) : 20.8<br/>지방(g) : 22.3<br/>비타민A(R.E) : 103.0<br/>티아민(mg) : 0.5<br/>리보플라빈(mg) : 0.3<br/>비타민C(mg) : 14.4<br/>칼슘(mg) : 123.3<br/>철분(mg) : 2.9,20251112
B10,서울특별시교육청,7031291,서울산울림유치원,2,중식,20251106,108,친환경통밀밥 (6)<br/>온도토리묵국# (1.5.6.9.13)<br/>아삭오이무침# (13)<br/>대패삼겹볶음. (10.13)<br/>깍두기## (9),쇠고기(종류) : 국내산(한우)<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 : 국내산<br/>오리고기 가공품 : 국내산<br/>쌀 : 국내산<br/>배추 : 국내산<br/>고춧가루 : 국내산<br/>콩 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>비고 : ,479.4 Kcal,탄수화물(g) : 46.3<br/>단백질(g) : 14.0<br/>지방(g) : 25.2<br/>비타민A(R.E) : 41.1<br/>티아민(mg) : 0.4<br/>리보플라빈(mg) : 0.2<br/>비타민C(mg) : 6.6<br/>칼슘(mg) : 56.9<br/>철분(mg) : 1.2,20251113
B10,서울특별시교육청,7031291,서울산울림유치원,2,중식,20251107,108,흑미밥# <br/>아욱된장국# (5.6)<br/>새콤막국수무침* (3.5.6.13)<br/>닭보쌈&삼추쌈*쌈장 (5.6.13.15)<br/>보쌈김치 (9),쇠고기(종류) : 국내산(한우)<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 : 국내산<br/>오리고기 가공품 : 국내산<br/>쌀 : 국내산<br/>배추 : 국내산<br/>고춧가루 : 국내산<br/>콩 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>비고 : ,528.4 Kcal,탄수화물(g) : 67.7<br/>단백질(g) : 29.4<br/>지방(g) : 14.4<br/>비타민A(R.E) : 182.7<br/>티아민(mg) : 0.4<br/>리보플라빈(mg) : 0.5<br/>비타민C(mg) : 11.6<br/>칼슘(mg) : 174.2<br/>철분(mg) : 3.2,20251114
B10,서울특별시교육청,7031291,서울산울림유치원,3,석식,20251103,77,꿀떡 <br/>달밤라떼 (2),쇠고기(종류) : 국내산(한우)<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 : 국내산<br/>오리고기 가공품 : 국내산<br/>쌀 : 국내산<br/>배추 : 국내산<br/>고춧가루 : 국내산<br/>콩 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>비고 : ,192.2 Kcal,탄수화물(g) : 37.4<br/>단백질(g) : 5.3<br/>지방(g) : 2.4<br/>비타민A(R.E) : 30.9<br/>티아민(mg) : 0.0<br/>리보플라빈(mg) : 0.1<br/>비타민C(mg) : 0.3<br/>칼슘(mg) : 127.0<br/>철분(mg) : 0.4,20251110
B10,서울특별시교육청,7031291,서울산울림유치원,3,석식,20251104,77,구운달걀 (1)<br/>요구르트 (2),쇠고기(종류) : 국내산(한우)<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 : 국내산<br/>오리고기 가공품 : 국내산<br/>쌀 : 국내산<br/>배추 : 국내산<br/>고춧가루 : 국내산<br/>콩 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>비고 : ,99.7 Kcal,탄수화물(g) : 11.9<br/>단백질(g) : 6.0<br/>지방(g) : 3.2<br/>비타민A(R.E) : 24.4<br/>티아민(mg) : 0.0<br/>리보플라빈(mg) : 0.2<br/>비타민C(mg) : 0.5<br/>칼슘(mg) : 55.3<br/>철분(mg) : 0.8,20251111
B10,서울특별시교육청,7031291,서울산울림유치원,3,석식,20251105,77,고칼슘우유 (2)<br/>시리얼 (5.6),쇠고기(종류) : 국내산(한우)<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 : 국내산<br/>오리고기 가공품 : 국내산<br/>쌀 : 국내산<br/>배추 : 국내산<br/>고춧가루 : 국내산<br/>콩 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>비고 : ,171.2 Kcal,탄수화물(g) : 32.3<br/>단백질(g) : 5.3<br/>지방(g) : 2.9<br/>비타민A(R.E) : 177.7<br/>티아민(mg) : 0.3<br/>리보플라빈(mg) : 0.2<br/>비타민C(mg) : 0.5<br/>칼슘(mg) : 256.6<br/>철분(mg) : 1.1,20251112
B10,서울특별시교육청,7031291,서울산울림유치원,3,석식,20251106,77,골드키위 <br/>바나나 <br/>감귤 ,쇠고기(종류) : 국내산(한우)<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 : 국내산<br/>오리고기 가공품 : 국내산<br/>쌀 : 국내산<br/>배추 : 국내산<br/>고춧가루 : 국내산<br/>콩 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>비고 : ,69.3 Kcal,탄수화물(g) : 17.8<br/>단백질(g) : 1.0<br/>지방(g) : 0.2<br/>비타민A(R.E) : 4.9<br/>티아민(mg) : 0.1<br/>리보플라빈(mg) : 0.1<br/>비타민C(mg) : 62.2<br/>칼슘(mg) : 18.4<br/>철분(mg) : 0.9,20251113
B10,서울특별시교육청,7031291,서울산울림유치원,3,석식,20251107,77,샤인머스켓 <br/>견과류 (2.4.14.19),쇠고기(종류) : 국내산(한우)<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 : 국내산<br/>오리고기 가공품 : 국내산<br/>쌀 : 국내산<br/>배추 : 국내산<br/>고춧가루 : 국내산<br/>콩 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>비고 : ,153.3 Kcal,탄수화물(g) : 19.0<br/>단백질(g) : 3.2<br/>지방(g) : 7.7<br/>비타민A(R.E) : 1.1<br/>티아민(mg) : 0.0<br/>리보플라빈(mg) : 0.0<br/>비타민C(mg) : 2.1<br/>칼슘(mg) : 2.1<br/>철분(mg) : 0.1,20251114
B10,서울특별시교육청,7132022,서울상도유치원,1,조식,20251103,115,우유(오전간식) (2),쇠고기(종류) : 국내산(한우)<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 : 국내산<br/>오리고기 가공품 : 국내산<br/>쌀 : 국내산<br/>배추 : 국내산<br/>고춧가루 : 국내산<br/>콩 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>비고 : ,117.0 Kcal,탄수화물(g) : 10.0<br/>단백질(g) : 5.5<br/>지방(g) : 6.0<br/>비타민A(R.E) : 99.0<br/>티아민(mg) : 0.0<br/>리보플라빈(mg) : 0.3<br/>비타민C(mg) : 1.4<br/>칼슘(mg) : 203.4<br/>철분(mg) : 0.1,20251110
B10,서울특별시교육청,7132022,서울상도유치원,1,조식,20251104,115,우유(오전간식) (2),쇠고기(종류) : 국내산(한우)<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 : 국내산<br/>오리고기 가공품 : 국내산<br/>쌀 : 국내산<br/>배추 : 국내산<br/>고춧가루 : 국내산<br/>콩 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>비고 : ,117.0 Kcal,탄수화물(g) : 10.0<br/>단백질(g) : 5.5<br/>지방(g) : 6.0<br/>비타민A(R.E) : 99.0<br/>티아민(mg) : 0.0<br/>리보플라빈(mg) : 0.3<br/>비타민C(mg) : 1.4<br/>칼슘(mg) : 203.4<br/>철분(mg) : 0.1,20251111
B10,서울특별시교육청,7132022,서울상도유치원,1,조식,20251105,115,우유(오전간식) (2),쇠고기(종류) : 국내산(한우)<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 : 국내산<br/>오리고기 가공품 : 국내산<br/>쌀 : 국내산<br/>배추 : 국내산<br/>고춧가루 : 국내산<br/>콩 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>비고 : ,117.0 Kcal,탄수화물(g) : 10.0<br/>단백질(g) : 5.5<br/>지방(g) : 6.0<br/>비타민A(R.E) : 99.0<br/>티아민(mg) : 0.0<br/>리보플라빈(mg) : 0.3<br/>비타민C(mg) : 1.4<br/>칼슘(mg) : 203.4<br/>철분(mg) : 0.1,20251112
B10,서울특별시교육청,7132022,서울상도유치원,1,조식,20251106,115,우유(오전간식) (2),쇠고기(종류) : 국내산(한우)<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 : 국내산<br/>오리고기 가공품 : 국내산<br/>쌀 : 국내산<br/>배추 : 국내산<br/>고춧가루 : 국내산<br/>콩 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>비고 : ,117.0 Kcal,탄수화물(g) : 10.0<br/>단백질(g) : 5.5<br/>지방(g) : 6.0<br/>비타민A(R.E) : 99.0<br/>티아민(mg) : 0.0<br/>리보플라빈(mg) : 0.3<br/>비타민C(mg) : 1.4<br/>칼슘(mg) : 203.4<br/>철분(mg) : 0.1,20251113
B10,서울특별시교육청,7132022,서울상도유치원,1,조식,20251107,115,우유(오전간식) (2),쇠고기(종류) : 국내산(한우)<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 : 국내산<br/>오리고기 가공품 : 국내산<br/>쌀 : 국내산<br/>배추 : 국내산<br/>고춧가루 : 국내산<br/>콩 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>비고 : ,117.0 Kcal,탄수화물(g) : 10.0<br/>단백질(g) : 5.5<br/>지방(g) : 6.0<br/>비타민A(R.E) : 99.0<br/>티아민(mg) : 0.0<br/>리보플라빈(mg) : 0.3<br/>비타민C(mg) : 1.4<br/>칼슘(mg) : 203.4<br/>철분(mg) : 0.1,20251114
B10,서울특별시교육청,7132022,서울상도유치원,2,중식,20251103,142,찰보리밥 <br/>콩가루배추국S1 (5)<br/>제육볶음 (10)<br/>애호박느타리볶음 <br/>배추김치 (9)<br/>파인애플 ,쇠고기(종류) : 국내산(한우)<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 : 국내산<br/>오리고기 가공품 : 국내산<br/>쌀 : 국내산<br/>배추 : 국내산<br/>고춧가루 : 국내산<br/>콩 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>비고 : ,315.8 Kcal,탄수화물(g) : 46.7<br/>단백질(g) : 17.9<br/>지방(g) : 6.2<br/>비타민A(R.E) : 46.7<br/>티아민(mg) : 0.4<br/>리보플라빈(mg) : 0.3<br/>비타민C(mg) : 34.4<br/>칼슘(mg) : 89.4<br/>철분(mg) : 1.3,20251110
B10,서울특별시교육청,7132022,서울상도유치원,2,중식,20251104,142,녹두밥 <br/>주꾸미삼겹살볶음 (10)<br/>바지락콩나물국 (5.18)<br/>시금치나물 <br/>깍두기 (9)<br/>귤 ,쇠고기(종류) : 국내산(한우)<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 : 국내산<br/>오리고기 가공품 : 국내산<br/>쌀 : 국내산<br/>배추 : 국내산<br/>고춧가루 : 국내산<br/>콩 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>비고 : ,406.2 Kcal,탄수화물(g) : 47.1<br/>단백질(g) : 14.8<br/>지방(g) : 16.0<br/>비타민A(R.E) : 133.0<br/>티아민(mg) : 0.5<br/>리보플라빈(mg) : 0.2<br/>비타민C(mg) : 38.5<br/>칼슘(mg) : 62.0<br/>철분(mg) : 2.3,20251111
B10,서울특별시교육청,7132022,서울상도유치원,2,중식,20251105,142,곤드레나물밥&양념장 <br/>맑은동태찌개 (5)<br/>돌나물사과무침 (13)<br/>뼈없는닭갈비 (15)<br/>배추김치 (9)<br/>조각단감 ,쇠고기(종류) : 국내산(한우)<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 : 국내산<br/>오리고기 가공품 : 국내산<br/>쌀 : 국내산<br/>배추 : 국내산<br/>고춧가루 : 국내산<br/>콩 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>비고 : ,378.1 Kcal,탄수화물(g) : 56.7<br/>단백질(g) : 23.4<br/>지방(g) : 6.3<br/>비타민A(R.E) : 83.8<br/>티아민(mg) : 0.3<br/>리보플라빈(mg) : 0.2<br/>비타민C(mg) : 33.1<br/>칼슘(mg) : 107.7<br/>철분(mg) : 1.5,20251112
B10,서울특별시교육청,7132022,서울상도유치원,2,중식,20251106,142,수수밥 <br/>도토리묵국 (5.6.7.9.18)<br/>오징어볶음 (17)<br/>지리멸치볶음 <br/>깍두기 (9)<br/>짜먹는요구르트 (2),쇠고기(종류) : 국내산(한우)<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 : 국내산<br/>오리고기 가공품 : 국내산<br/>쌀 : 국내산<br/>배추 : 국내산<br/>고춧가루 : 국내산<br/>콩 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>비고 : ,350.8 Kcal,탄수화물(g) : 54.5<br/>단백질(g) : 23.2<br/>지방(g) : 2.7<br/>비타민A(R.E) : 23.6<br/>티아민(mg) : 0.3<br/>리보플라빈(mg) : 0.2<br/>비타민C(mg) : 4.0<br/>칼슘(mg) : 126.4<br/>철분(mg) : 0.9,20251113
B10,서울특별시교육청,7132022,서울상도유치원,2,중식,20251107,142,혼합잡곡밥 (5)<br/>뼈없는감자탕 (10)<br/>탕평채 (16)<br/>까르보나라떡볶이 (2.5.10.13)<br/>배추김치 (9)<br/>바나나 ,쇠고기(종류) : 국내산(한우)<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 : 국내산<br/>오리고기 가공품 : 국내산<br/>쌀 : 국내산<br/>배추 : 국내산<br/>고춧가루 : 국내산<br/>콩 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>비고 : ,472.9 Kcal,탄수화물(g) : 83.7<br/>단백질(g) : 14.8<br/>지방(g) : 8.4<br/>비타민A(R.E) : 56.5<br/>티아민(mg) : 0.3<br/>리보플라빈(mg) : 0.2<br/>비타민C(mg) : 19.6<br/>칼슘(mg) : 84.2<br/>철분(mg) : 1.2,20251114
B10,서울특별시교육청,7132022,서울상도유치원,3,석식,20251103,89,스틱치즈케익 (1.2.5.6)<br/>대추방울토마토 (12),쇠고기(종류) : 국내산(한우)<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 : 국내산<br/>오리고기 가공품 : 국내산<br/>쌀 : 국내산<br/>배추 : 국내산<br/>고춧가루 : 국내산<br/>콩 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>비고 : ,107.3 Kcal,탄수화물(g) : 11.8<br/>단백질(g) : 2.5<br/>지방(g) : 6.1<br/>비타민A(R.E) : 67.3<br/>티아민(mg) : 0.0<br/>리보플라빈(mg) : 0.1<br/>비타민C(mg) : 5.1<br/>칼슘(mg) : 34.8<br/>철분(mg) : 0.4,20251110
B10,서울특별시교육청,7132022,서울상도유치원,3,석식,20251104,89,김부각 (5)<br/>두유 (5),쇠고기(종류) : 국내산(한우)<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 : 국내산<br/>오리고기 가공품 : 국내산<br/>쌀 : 국내산<br/>배추 : 국내산<br/>고춧가루 : 국내산<br/>콩 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>비고 : ,166.1 Kcal,탄수화물(g) : 12.3<br/>단백질(g) : 6.3<br/>지방(g) : 11.3<br/>비타민A(R.E) : 42.9<br/>티아민(mg) : 0.1<br/>리보플라빈(mg) : 0.2<br/>비타민C(mg) : 13.4<br/>칼슘(mg) : 150.6<br/>철분(mg) : 3.1,20251111
B10,서울특별시교육청,7132022,서울상도유치원,3,석식,20251105,89,간장떡볶이 (1.5.6)<br/>유기농포도주스 (13),쇠고기(종류) : 국내산(한우)<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 : 국내산<br/>오리고기 가공품 : 국내산<br/>쌀 : 국내산<br/>배추 : 국내산<br/>고춧가루 : 국내산<br/>콩 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>비고 : ,184.6 Kcal,탄수화물(g) : 41.0<br/>단백질(g) : 3.4<br/>지방(g) : 0.7<br/>비타민A(R.E) : 2.9<br/>티아민(mg) : 0.0<br/>리보플라빈(mg) : 0.0<br/>비타민C(mg) : 0.0<br/>칼슘(mg) : 11.1<br/>철분(mg) : 0.1,20251112
B10,서울특별시교육청,7132022,서울상도유치원,3,석식,20251106,92,붕어빵 (1.2.5.6)<br/>유자차 (13),쇠고기(종류) : 국내산(한우)<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 : 국내산<br/>오리고기 가공품 : 국내산<br/>쌀 : 국내산<br/>배추 : 국내산<br/>고춧가루 : 국내산<br/>콩 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>비고 : ,293.0 Kcal,탄수화물(g) : 43.1<br/>단백질(g) : 3.3<br/>지방(g) : 12.4<br/>비타민A(R.E) : 12.4<br/>티아민(mg) : 0.1<br/>리보플라빈(mg) : 0.1<br/>비타민C(mg) : 11.9<br/>칼슘(mg) : 27.6<br/>철분(mg) : 0.6,20251113
B10,서울특별시교육청,7132022,서울상도유치원,3,석식,20251107,89,매실차 (13)<br/>유과 (5),쇠고기(종류) : 국내산(한우)<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 : 국내산<br/>오리고기 가공품 : 국내산<br/>쌀 : 국내산<br/>배추 : 국내산<br/>고춧가루 : 국내산<br/>콩 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>비고 : ,115.1 Kcal,탄수화물(g) : 23.7<br/>단백질(g) : 0.4<br/>지방(g) : 2.0<br/>비타민A(R.E) : 0.0<br/>티아민(mg) : 0.0<br/>리보플라빈(mg) : 0.0<br/>비타민C(mg) : 0.0<br/>칼슘(mg) : 5.3<br/>철분(mg) : 0.3,20251114
