"성별(1)","특성별(1)",특성별(2),1998,1998,1998,2001,2001,2001,2005,2005,2005,2007,2007,2007,2008,2008,2008,2009,2009,2009,2010,2010,2010,2011,2011,2011,2012,2012,2012,2013,2013,2013,2014,2014,2014,2015,2015,2015,2016,2016,2016,2017,2017,2017,2018,2018,2018,2019,2019,2019,2020,2020,2020,2021,2021,2021,2022,2022,2022,2023,2023,2023
"성별(1)","특성별(1)",특성별(2),응답자수 (명),분율 (%),표준오차,응답자수 (명),분율 (%),표준오차,응답자수 (명),분율 (%),표준오차,응답자수 (명),분율 (%),표준오차,응답자수 (명),분율 (%),표준오차,응답자수 (명),분율 (%),표준오차,응답자수 (명),분율 (%),표준오차,응답자수 (명),분율 (%),표준오차,응답자수 (명),분율 (%),표준오차,응답자수 (명),분율 (%),표준오차,응답자수 (명),분율 (%),표준오차,응답자수 (명),분율 (%),표준오차,응답자수 (명),분율 (%),표준오차,응답자수 (명),분율 (%),표준오차,응답자수 (명),분율 (%),표준오차,응답자수 (명),분율 (%),표준오차,응답자수 (명),분율 (%),표준오차,응답자수 (명),분율 (%),표준오차,응답자수 (명),분율 (%),표준오차,응답자수 (명),분율 (%),표준오차
"남자","연령별1",10-18세,738,14.8,1.6,696,21.0,1.8,634,22.4,2.0,281,24.1,3.3,566,21.9,2.2,601,27.1,2.2,523,24.4,2.5,447,27.3,2.5,426,26.6,2.8,461,27.1,2.3,349,29.2,2.9,375,29.5,2.9,349,31.5,3.1,321,27.4,3.2,328,29.0,2.6,334,31.7,3.5,255,39.3,4.1,259,31.0,3.6,238,30.8,3.5,271,37.6,3.5
"남자","연령별1",19-29세,707,22.6,2.0,615,40.0,2.3,451,41.7,2.8,133,40.4,4.1,282,50.0,3.6,418,45.1,2.8,270,40.4,3.4,257,34.2,3.3,216,37.5,3.8,290,43.2,3.7,233,45.1,3.5,315,51.1,3.4,264,55.1,3.6,309,54.9,3.3,323,46.4,3.5,323,51.0,3.4,292,58.4,3.4,279,51.5,3.4,257,55.4,3.5,284,54.2,3.1
"남자","연령별1",30-39세,922,12.0,1.2,857,22.3,1.8,659,24.3,2.0,253,32.3,3.8,499,33.7,2.5,509,34.1,2.2,445,37.5,2.8,406,35.1,2.9,356,38.8,2.8,380,35.4,2.5,380,37.3,2.6,280,42.0,3.3,369,39.5,2.8,362,44.1,2.8,382,39.6,2.7,384,48.1,2.6,270,52.9,3.5,232,44.2,3.7,276,53.4,3.2,296,54.1,3.3
"남자","연령별1",40-49세,720,6.9,1.1,784,13.2,1.7,731,15.6,1.6,237,18.8,2.7,478,15.1,1.5,555,15.3,1.7,478,18.1,2.1,427,20.5,1.8,350,15.6,2.3,444,26.6,2.5,367,24.7,2.2,359,23.6,2.5,417,29.7,2.3,417,29.2,2.7,425,31.8,2.7,441,37.9,2.6,348,34.6,2.8,351,35.3,2.5,323,44.1,3.2,419,36.6,2.8
"남자","연령별1",50-59세,511,3.7,1.0,457,8.2,1.4,476,9.3,1.6,190,6.7,1.8,438,10.3,1.6,485,12.1,1.7,442,11.5,2.0,471,10.3,1.8,411,12.7,2.1,405,14.4,2.0,387,13.8,2.0,453,13.8,2.1,368,20.4,2.5,498,15.6,2.0,436,18.0,2.2,433,21.8,2.1,377,27.4,2.5,370,22.4,2.3,373,24.7,2.5,434,26.4,2.5
"남자","연령별1",60-69세,416,3.4,1.1,347,3.0,0.9,393,3.7,1.0,204,5.3,2.1,427,4.1,1.0,520,4.2,1.0,451,4.2,1.3,447,6.2,1.4,435,3.4,1.0,392,7.8,1.6,409,7.5,1.4,440,5.2,1.3,404,7.5,1.5,437,11.6,2.1,443,9.0,1.6,450,6.9,1.4,368,12.3,2.1,414,11.4,1.8,457,10.9,1.8,565,12.4,1.5
"남자","연령별1",70세이상,204,4.2,2.0,193,3.7,1.3,208,1.0,0.7,181,3.4,1.6,356,3.4,1.1,427,2.3,0.8,389,2.9,1.1,417,2.1,1.4,461,3.3,1.1,354,3.2,1.0,423,3.1,1.0,401,3.8,1.1,418,4.2,1.2,460,3.3,1.0,433,2.9,0.9,464,2.5,0.9,429,3.4,1.1,494,4.4,1.4,456,3.7,1.0,513,4.2,1.0
"남자","연령별2",1-2세,154,5.7,2.0,127,3.4,1.5,113,10.1,3.2,72,9.3,3.7,105,10.2,3.7,158,14.1,3.7,115,5.0,2.4,121,7.2,2.7,122,8.5,4.0,99,12.4,3.8,93,6.2,2.6,65,6.9,3.3,98,8.0,2.9,90,3.6,2.2,88,3.1,1.8,56,1.2,1.2,41,8.9,4.1,42,4.2,3.3,38,1.4,1.5,40,1.1,1.1
"남자","연령별2",3-5세,263,4.5,1.3,269,7.0,1.6,211,8.3,2.2,101,8.8,3.0,222,8.8,2.3,204,5.7,2.1,172,5.7,1.9,158,5.8,1.9,150,19.0,6.0,159,8.5,2.7,156,10.7,3.0,110,6.5,2.5,165,5.0,2.1,154,5.9,1.8,126,7.4,2.3,127,13.4,3.6,93,13.3,4.2,79,5.0,2.3,61,1.5,1.4,64,4.8,2.4
"남자","연령별2",6-11세,519,6.4,1.2,597,10.6,1.3,447,12.6,2.1,245,12.7,2.6,495,10.7,1.6,452,10.0,1.7,407,10.0,2.0,337,7.6,1.6,294,10.4,2.3,343,9.4,1.8,264,11.7,2.8,236,19.2,3.3,294,10.4,2.2,270,9.3,1.9,255,15.6,2.5,287,13.3,2.2,201,13.2,2.6,191,19.3,3.5,195,13.4,2.9,204,11.8,3.0
